sentence,length
taku jihofa ka ñwu mose̩s kakini me̩wñ ido̩ro ki akpo ko owñ che stakte̩ kpai onicha kpai galbanum e̩wñ ido̩ro̩ ki akpo le̩ manyu frankinse̩ns ki de̩ hiolo e̩ñwa e̩le̩ e̩le̩wñ achokujo̩,185
ke̩ mele̩ ko che e̩wñ ku ma gujo ki akpo ku ma che likpa alu kabo ku ma cho̩ka otulale ache omu ki che̩buru i de̩ hiolo i la fo̩,128
e̩ bu kwefuwñ ke̩ fu gwu ne̩ke̩ne̩ke̩ ke̩ du kwefuwñ to̩gba e̩wñ ibenu ef unyabo ujeju ugbo komi ade kpai uwe̩ e̩wñ ki afo̩ eefo̩ ñwu me̩ i che,143
oñ e̩wñ ku me̩ che ku me̩ gujo ki akpo le̩ me̩ ki che e̩go̩wñ alu ki gwe̩gwanyomune̩ ñw o̩lame̩ n e̩wñ kiafo̩ ñwu jihofa ugbo me̩ i che̩,136
e̩ne̩ du ki ache e̩go̩ ele̩ ki gbo̩ e̩kpowñ ma ake̩ne̩ le̩ da bamone̩wñ te̩,75
ma chi be̩zale̩l kpai oholiab tod uko̩lo̩ unyabo,48
taku jihofa ka ñwu mose̩s kakini,32
go omi fodu be̩zale̩l o̩ma uri o̩ma he̩r ki chabo o̩lo̩pu juda do̩,66
omi la je̩ ñw u kpe̩ko̩ ñw afu o̩jo̩ kpai ibe kpai oji o̩la ema kpai e̩wñ ema kpai emeju uko̩lo̩ e̩wñ ojoji ojoji du eche,121
ki ñwa uko̩lo̩ o̩ka ki che uko̩lo̩ o̩jamalia kpai ajifa kpai ebijeikpa,70
kpai okuta eda ku ma du tunye̩wñ kpai igbo oli efa ki chuko̩lo̩ ojoji ojoji du,78
e̩ la go omi foholiab o̩ma ahisamak ki chabo o̩lo̩pu dan chi manyu u laño̩ dibe tibe tef e̩do̩ amone̩ chaka ku ma nibe efu ku ma ki che e̩wñ du komi ñwa ñw e̩,158
unyabo ujeju kpai akpati ibenu kpai ugugu unye̩do̩ ki dojiwñ kpai ane̩ unyabo le̩ chaka,87
kpai itebulu le̩ kpai ane̩wñ kpai akete hiolo le̩ manyane̩wñ chaka kpai ubo̩ iche̩bo̩ ku ma gu e̩wñ ki akpo jo ojiwñ,116
kpai ubo̩ iche̩bo̩ e̩wñ egujo manyane̩wñ chaka kpai ukpachi ugwo̩wo̩ kpai e̩wñ ki agugu ojiwñ,93
kpai otogbo ku ma hi reju kpai otogbo eefo̩ todu aro̩n atama le̩ kpai otogbo amo̩mawñ ku ma ne̩ che e̩wñ atama,110
kpai ekpo ku ma ba to̩la kpai otulale ki akpo todu uña kiafo̩ likpa alu du komi ñwa ñw e̩ ama ki che,100
o̩jo̩ uñmi ede,14
taku jihofa ka ñwu mose̩s kakini,32
uwe̩ ki ño̩ ka ñw amo̩ma israe̩l kakini ame̩ ki fo̩jo̩ uñmimi de chuu todu owñ chujiwe ki tagbagba omi kpai ame̩ gbogbo nyo̩hio̩gume̩ todu kame̩ ki ma ka komi jihofa ache me̩ ku me̩ fo̩,185
abe̩le̩ ame̩ ade o̩jo̩ uñmi todu i afo̩ todu me̩ e̩ne̩ du ki fu daji ekpa ma akpa e̩ne̩ du ki fuko̩lo̩ka che o̩jo̩ le̩ ma akonugo e̩ne̩ le̩ da bamone̩wñ te̩,156
o̩jo̩ me̩fa oñ ma achuko̩lo̩ kade o̩jo̩ e̩kebiewñ muda cho̩jo̩ uñmi euñmi kiafo̩ todu jihofa e̩ne̩ du ki fuko̩lo̩ du che o̩jo̩ uñmi ekpa ma akpa,144
todule̩ oñ amo̩ma israe̩l ade o̩jo̩ uñmi ku ma dejute̩ o̩jo̩ uñmi gbogbo nyo̩hio̩guma ki mud alo ekpe̩ ogbegbele̩,113
owñ chujiwe ki tagbagba omi kpai amo̩ma israe̩l ogbegbele̩ todu o̩jo̩ me̩fa jihofa che efojale kpai ane̩ile̩ tak i ñmi o̩jo̩ e̩kebie oñ i riñmi,143
e̩gba ki foluka che kpai mose̩s oj uwo sainai kpa i la malo ibenu meji le̩ ko ñw u alo okuta i che o̩wo̩ o̩jo̩ ko̩,114
abo israe̩l dojikane̩ ñw o̩mokuno̩ o̩jamalia,44
tak e̩gba kamone̩ le̩ li ka ku mose̩s kpo̩kpe̩ egwo̩ru kwoj uwo wane̩ amone̩ le̩ fo̩lama do̩ jeju wugbo aro̩n oñ ma ka ñw u kakini kwane̩ ke̩ famo̩jo̩ che ñw a kama ki tuwa o̩gba i chemose̩s ki ko wa kwane̩ ijipti dufu wai a mema abu ki le n,241
tak aro̩n ka ñwu ma kakini file̩li o̩jamalia ki deti amo̩yame̩ kpai eamo̩mame̩ e̩ne̩ke̩le̩ kpai onobule̩ le̩ jada ku me̩ mu ko wa ñwu mi,136
abe̩le̩ amone̩ le̩ chaka file̩li o̩jamalia ki detima jada oñ ma mu ko wugbo aro̩n,81
tak i mu gba kwo̩wo̩ma oñ abu ki fu da o̩ma okuno̩ i la nadude̩ finawñ ko̩ taku ma kakini abo israe̩l amo̩jo̩me̩ ku ma ko me̩ kwane̩ ijipti dufu wa de̩,151
oñ abu karo̩n li i fubo̩ iche̩bo̩ ne o̩gbawñ tak aro̩n fakoyawñ ta kakini o̩na chuje̩wñ uyo̩ ñwu jihofa,103
taku ma takpa kwane̩ o̩jo̩ñwawñ oñ ma me̩wñ e̩gujo kowa che ma ño̩ ke̩wñ ure̩do̩ wa ge̩ oñ amone̩ le̩ gugu ane̩ ku ma je̩ e̩wñ ku ma ñmo̩ taku ma kwane̩ achiya,159
taku jihofa ka ñwu mose̩s kakini gwo̩ru tane̩ alo todu amone̩we̩ kuwe̩ ko kwane̩ ijipti dufu wa le̩ fo̩lama kpabie̩ me̩,119
ma hika muna bo̩na komi ñwa ñwu ma te̩ piopioi ma fo̩ma okuno̩ da ñw o̩lama oñ ma dojikane̩ ñw u ma la fe̩wñ e̩bie̩ kpa ñw u oñ ma kakini ame̩ abo israe̩l amo̩jo̩me̩ ku ma ko me̩ kwo ane̩ ijipti dufu wa jo̩i,207
taku jihofa ka ñwu mose̩s kakini u famone̩i li me̩ e̩ la go amone̩ ku ma fo̩lo̩ma lo dago ma che,96
todule̩ ifai e̩ tumi no̩ kuwe̩do̩mi ki tajo buma ma una una todu ku fuma lie̩ tak u naduwe̩ chuche̩ amone̩ ki wewe,114
mose̩s muda gbo̩ko̩bo̩ jihofa o̩jo̩wñ oñ i kakini o jihofa e̩wñ chi kuwe̩do̩we̩ mutajo bamone̩we̩ ekuwe̩ nukpahiu ki nana kpai o̩wo̩ ki gbiti ko ma kwane̩ ijipti wa ma una unai taa,180
e̩wñ chi kabo ijipti aka kakini todu ibe bie̩ne̩ ki defuwñ oñ i ko ma dufu ki fuma kpa oj uwo oj uwo ki la fuma lie̩ beju ane̩ ile̩ te̩ murida buwe̩do̩we̩ ki kpunai te̩ ke̩bie̩ne̩i eche amone̩we̩ ki we̩,202
e̩ nalibekado ebraham kpai aise̩k kpai israe̩l amaduwe̩ le̩ ekuwe̩ fo̩lawe̩ onugo go̩ ñwu ma ke̩ la ka ñwu ma kakini naje̩ ñw ugbe̩me̩ wewe nyo̩gba dab awo awo ojale oñ ane̩ komi ko̩lawñi du nadu ñw ugbe̩me̩ tak i ache̩wñ oguma ogbegbele̩,238
tak i wo̩ jihofa ugbo e̩bie̩ne̩ ki nibe ka ki ache amone̩wñ le̩,63
taku mose̩s murida gwo̩ru uwo le̩ tane̩ alo ibenu meji le̩ jo̩wo̩wñ alo ki che̩ko̩ eju mejeji i che o̩wo̩kawñ kpo̩wo̩ ekejiwñ che̩ko̩,133
alo le̩ la chuko̩lo̩ ko̩jo̩ che inawñ la china ko̩jo̩ ko̩ inawñ chewane̩ o̩la alo le̩,85
taku jo̩shua gbekuku amone̩ ku ma jakpogu le̩ oñ i ka ñwu mose̩s kakini ekuku ogu def uruwai,92
oñ i kakini i cho̩ga echi todu edu ku ma du n i la chogu ekpa todu edu ku ma du ma n chai ekuku abo ku ma jakeli oñ nagbo̩i,123
tak i lewatu abu ki lewa me̩ru uru le̩ ababa ki la fo̩mokuno̩ ku ma da le̩ li kpai ido ku ma jata uwe̩do̩ mose̩s mutajo oñ i ma lo le̩ ko rikpolo bo̩wo̩wñ te̩ i la fu kpo̩fo̩ e̩re̩ uwo o̩mo̩,190
tak i mo̩mokuno̩ ku ma da le̩ du i la fu gujo ef una tak i fu no̩ efulu oñ i fu buru ej omi tak i je̩ ñw amo̩ma israe̩l ñmo̩,124
taku mose̩s ka ñw aro̩n kakini ab amone̩i che̩ ke̩ fadure inainai fa buma oji ma taa,84
tak aro̩n kakini uwe̩do̩ odumi ki tajo n uwe̩ chema amone̩i ke̩do̩ma chekado e̩wñ e̩bie̩ne̩ eche,96
todu ama ka ñwu mi kakini famo̩jo̩ che ñw a ku ma atuwa o̩gba todu i chemose̩s ki ko wa kwane̩ ijipti dufu wa le̩ a mema abu kowñ le n,134
tak u ka ñwu ma kakini e̩ne̩ du ki no̩jamalia ki fu jada wa taku ma mu ko wa ñwu mi oñ u mu ko rikpolo nyuna tak o̩mokuno̩i kwo̩mo̩ dufu wa,139
tak e̩gba ku mose̩s li kamone̩ le̩ mofema du to̩fe̩ todu aro̩n je̩ ñwu ma dofema to̩fe̩ ki mud ubio̩la ugbo ame̩nebima,118
taku mose̩s kwodago alaku uru le̩ oñ i kakini e̩ne̩ chabo jihofa i ki wugbo mi tak o̩chaka amo̩ma e̩ne̩ke̩le̩ lifai fo̩lama do̩ jeju jugbowñ,140
tak i ka ñwu ma kakini abu ku jihofa o̩jo̩ eisrae̩l aka de̩ kakini e̩ne̩ne̩ne̩ne̩ ki do̩kwo̩chageliwñ tachala ki talaku alaku ale ugbo du ef urui ke̩ne̩ne̩ne̩ne̩ ki kpo̩mayewñ ke̩ne̩ne̩ne̩ne̩ ki la kpa e̩ne̩ umawñ ke̩ne̩ne̩ne̩ne̩ ki kpa ekejiwñ,244
tak amo̩ma lifai che teju o̩la mose̩s oku one̩ ki wane̩ o̩jo̩ le̩ dabu e̩ne̩ke̩le̩ icham nyo̩gwo̩ko̩ me̩ta,106
mose̩s la ka kakini me̩ ke̩wñ nyo̩wo̩me̩ e̩ko̩ todu jihofa eñinii e̩ne̩ne̩ne̩ne̩ kobo̩mawñ kpai o̩mayewñ todu ki de̩nyo̩ ñwu me̩ eñinii,135
oñ i lewatu o̩jo̩ñwawñ mose̩s ka ñw amone̩ le̩ kakini me̩ fadure inaina ta me̩ ifai tak u nate̩gu nyugbo jihofa ikani i ne̩wñ ku nache ki abadureme̩ ma,151
abe̩le̩ mose̩s mudabi nyugbo jihofa i kakini aaya amone̩i fadure inaina ta me̩ ma la famo̩jo̩ o̩jamalia che ñw o̩lama,117
i muda che̩wñ ki duwe̩ e̩do̩ e̩ dadurema tinyo̩ i ma dabe̩le̩ n oko nagbabe̩i ke̩ ki fumi kpalu bef ibukuwe̩ ke̩ ko̩ le̩ te̩,124
jihofa muda ka ñwu mose̩s kakini e̩ne̩ ki du mi re e̩ne̩ le̩ oñ nakpalu kwef ibukumi,84
lo fai ke̩ ne̩ amone̩ le̩ nyugbo ku ko̩la ñw e̩ le̩ go onuche̩mi atuwe̩ o̩gba ama o̩jo̩ ku nawa fejudo ma nawa kpai adurema edu numa oji,136
oñ jihofa famone̩ le̩ gwoda todabu ku ma fo̩mokuno̩ le̩ da owñ chekaro̩n che le̩,80
mose̩s nachologu tod abo israe̩l alo waa,40
taku jihofa ka ñwu mose̩s kakini kwo bemi te̩ alo uwe̩ kpai amone̩ ke̩ ko kwane̩ ijipti dufu wa le̩ ke̩ nyane̩ komi go̩ ñw ebraham kpai aise̩k kpai jeko̩b kakini ugbe̩we̩ oñ nadu ñw u,183
omi la akponuche̩ tuwe̩ o̩gba oñ u nane abo kenan kpai abo amo̩r kpai abo he̩t kpai abo pe̩re̩z kpai abo hifai kpai abo je̩bius bo̩mo̩ te̩,138
e̩ ki mute̩gu nyane̩ ugbo komi e̩nya kpai iño̩ acha omi muda atalumejiwe̩ te̩gu alo n tode̩gba ku fe̩ lie̩ ej o̩na le̩ todu uwe̩ chamone̩ ko̩lo̩we̩ lo dago,155
tak e̩gba kamone̩ le̩ gbo̩ inabali e̩bie̩ne̩ ki de̩ ma kwodaido̩ e̩ne̩ du la ke̩wñ ijaga nyo̩la n,97
todu jihofa ka ñwu mose̩s kakini e̩ ka ñw amo̩ma israe̩l kakini ame̩ chamone̩ ko̩lo̩ma che̩lo dago iche̩wñ komi ma talumejiwe̩ alo iminitikate u ma fe̩ lie̩ todule̩ fai e̩ name̩wñ ijagawe̩ ko jane̩ bo̩lawe̩ te̩ ku fe̩wñ ku nachuwe̩ ma,234
todule̩ amo̩ma israe̩l me̩wñ ijagama gwo̩ bo̩lama te̩ hioko akwo uwo ho̩re̩b le̩ gbogbo alo,91
mose̩s la te̩tafunyabo le̩ ta ejo̩do̩da uruma owewñ kpai uru le̩ chete̩ jiji oñ i doduwñ ko̩ unyabo ujeju oñ e̩ne̩ du ki tene jihofa adufu nyugbo unyabo ujeju ki do̩do̩da uru le̩,178
tak i lewatu e̩gba du ku mose̩s dufu nyugbo unyabo le̩ amone̩ le̩ chaka kwane̩ oñ e̩ne̩ne̩ne̩ne̩ dago alugbo̩na unyabo ewñ ma la fejuma bu mose̩s le gbogbo tak i mugudu tef unyabo,179
oñ e̩gba ku mose̩s mugudu tef unyabo akpa ki dago waala le̩ nagwo̩ru wane̩ ki dago alugbo̩na unyabo taku jihofa ako̩la ñwu mose̩s,129
oñ e̩gba kamone̩ le̩ du li abu kakpa le̩ dago waala alugbo̩na unyabo amone̩ le̩ chaka nakwane̩ adojikane̩ e̩ne̩ne̩ne̩ne̩ che alugbo̩na unyabo ewñ,145
abe̩le̩ eju kpareju oñ jihofa ko̩la ñwu mose̩s alu kone̩ ako̩la kpai onukuwñ tak i mudabi tef uru ama jo̩shua o̩ma nun okolobia ki ache e̩wñ ñw u le̩ muda kwo bunyabo le̩ te̩ n,176
taku mose̩s ka ñwu jihofa kakini go ta uwe̩ ka ñwu mi kakini mamone̩i ko te̩gu wa e̩ la je̩ ñwu mi ma e̩ne̩ kuwe̩ akpuche̩ lebumi n e̩ la ka ñwu mi kakini u chema uwe̩ u chema odu ke̩ ko uwe̩ ño̩ che̩ne̩ ku nali eju,215
todule̩ narodubuwe̩ fai iche̩wñ ke̩ li mi eju mak e̩ ko̩no̩nawe̩ ña mi komi ki fuwe̩ ma ku ma alu ku nale ke̩ li mi eju e̩ ki ño̩ fejuwo̩ ka kuche̩ amone̩i chamone̩we̩,167
tak i kakini ejumi ale buwe̩ oñ naduñmi ñw e̩,45
tak i kakini iche̩wñ kejuwe̩ ma le bumi n e̩ ki ne̩ wa kwemi alo n,66
todu lugbo e̩wñ oñ ma ama ka ke̩ li mi eju omi kpai amone̩we̩i i chef elo ke̩ lo kpai wa n komi kpai amone̩we̩ ka chojoji ñw amone̩ du ku ma joj ane̩ ile̩i n,157
taku jihofa ka ñwu mose̩s kakini omi ñache e̩wñ kuwe̩ kai ge̩ todu uwe̩ che̩ne̩ ku nali eju u la chema uwe̩ todu ke̩ ko̩,120
tak i kakini nagbo̩ko̩be̩ ke̩ dojimawe̩ ña mi,45
tak i kakini naje̩ ñw e̩nyo̩mi chaka ki lale o̩gbawe̩ oñ nafodumi jihofa do̩ o̩gbawe̩ omi la achufe̩de̩nyo̩ ñw e̩ne̩ ki du mi e̩do̩ ku chufe̩de̩nyo̩ ñw u u la ali ejumomi e̩ne̩ ki du mi e̩do̩ ku nali ejumomiwñ,209
ama i kakini e̩ neke li ejumi n todu one̩ ali mi ki adeju n,59
taku jihofa kakini go uñaka do̩mo̩ me̩ru mi ugbo kuwe̩ adago oj okuta omo̩,74
oñ i awatu abu kojimami alale naduwe̩ tef e̩kpana okuta le̩ tak u nado̩wo̩mi be̩ ma gbogbo tak u lale,101
tak u namo̩wo̩mi du oñ uwe̩ ali ubimi ma muda ali ejumi n,57
o̩jo̩ dabi dalowñ le̩ nyane̩,28
taku jihofa ka ñwu mose̩s kakini falo okuta meji dab eejodudu le̩ gbe̩ ñw o̩lawe̩ tak omi ado̩la ki do̩la alo ejodudu ke̩ kpo̩fo̩ le̩ ko̩ nyalo ele̩,148
e̩ fo̩lawe̩ mu nyodudu ke̩ te̩gu wa oj uwo sainai odudu konugowe̩ ki dago kpenyu mi oj uwo omo̩,95
e̩ne̩ du ki te̩gu wa kpai uwe̩ n e̩ ki je̩ ñwu ma li e̩ne̩ du o̩la uwo le̩ ugbo du n e̩ ki la je̩ ñw ame̩wño̩re̩ egini kpai amokuno̩ jije̩ e̩re̩ uwo le̩ n,154
taku mose̩s falo okuta meji gbe̩ dab eejodudu le̩ oñ i takpa kwane̩ oduduwñ i la mute̩gu toj uwo sainai alu ki jihofa ñwa ñw u alo okuta meji la jef o̩wo̩wñ,156
taku jihofa gwo̩ru ef akpa le̩ wane̩ i kwodago kpai owñ o̩mo̩ oñ i fodu jihofa do̩ taa,86
jihofa tale o̩gbawñ oñ i nadudo̩ kakini jihofa jihofa ki cho̩jo̩ ki ali one̩ ejumomi ki ali one̩ eju i hika we̩do̩ n ufe̩de̩nyo̩wñ kpai ochochiwñ chololo,153
i ade ufe̩de̩nyo̩wñ todu abo icham nyo̩gwo̩ko̩ icham nyo̩gwo̩ko̩ abu ki akudu kpai ada kpai adure rinyo̩ bone̩ o̩la te̩ ki muda adale ofofo kilikili n i akudu kamata fe̩ namo̩ma kpai amaajuma oji gbogbo to̩gba e̩ke̩ta kpai e̩ke̩le̩,231
taku mose̩s hika doji lo̩ i la dojikane̩,40
oñ i kakini o ondu iche̩wñ ke̩ li mi eju nagbo̩ko̩be̩ ondu ki talumejiwa alo todu amone̩ ko̩lo̩ma chelo dago ma che tuduwa kpai adurewa no̩ ke̩ la muwa ko che̩wñ oguwe̩,168
tak i kakini go alo nakpe̩i eju amone̩we̩ du nache e̩wñ aye ku ma ma che e̩go̩wñ ugbo du ile̩i abe̩k ef uche̩ichi amone̩ mama ta n oñ amone̩ du ke̩ defuma le̩ ali uko̩lo̩ jihofa todu e̩wñ ku nache kpai uwe̩ che̩wñ ubailo,220
e̩ nafejute̩wñ ku nañwa ñw e̩ eñinii go nanabo amo̩r kpai abo kenan kpai abo he̩t kpai abo pe̩re̩z kpai abo hifai kpai abo je̩bius rinyo̩ buwe̩ o̩gba te̩,153
e̩ nafo̩lawe̩ de tode̩gba ke̩ kpalo kpai abo ku ma dodo ane̩ ugbo ke̩ lo tode̩gba ki amud oku te̩ alumejiwe̩,108
me̩ ki kpubo̩ iche̩bo̩ma fo̩ me̩ ki fojiboma kpo̩fo̩ rinyo̩ me̩ ki foli ashe̩rimma lo̩ wane̩ 14todu uwe̩ ñadojikane̩ ñw o̩jo̩ omune̩ du n todu jihofa koduwñ ko̩ ajogu owñ cho̩jo̩ ajogu,184
tode̩gba ke̩ kpalo kpai abo ku ma dodo ane̩ o̩mo̩ ku ma la jo̩ko̩ bamo̩jo̩ ema ku ma chane̩ ekpa e̩wñ e̩bie̩ ñw amo̩jo̩ma ke̩ne̩ka fe̩ do̩ ke̩ fe̩wñ iche̩bo̩wñ je̩,163
kuwe̩ la famo̩mama onobule̩ ne̩ ñw amo̩mawe̩ e̩ne̩ke̩le̩ kamo̩mama onobule̩ le̩ chane̩ ejo̩ko̩ bamo̩jo̩ma ku ma la je̩ ñw amo̩mawe̩ e̩ne̩ke̩le̩ jo̩ko̩ bamo̩jo̩ ema,163
uwe̩ ki la famo̩jo̩ da ñw o̩lawe̩ n,35
uwe̩ ki de uje̩wñ uyo̩ eki ma no̩jo̩wu n le̩ uwe̩ ki je̩ uje̩wñ ko̩jo̩wu ma do̩ n kad o̩jo̩ mebie ikowñ ki che̩date̩ ochu abib alu ku ñwa ñw e̩ todu ochu abib oñ e̩ kwijipti dufu wa le̩,185
omi ne̩ o̩chaka e̩wñ ki akpo̩gba iyewñ na kpai ame̩wñukpawe̩ du ku ma bi oko owñ chamo̩mojo̩do̩ okuno̩ kpai ame̩wño̩re̩ egini,125
e̩ ki ne̩wño̩re̩ egini la oji o̩mo̩jo̩do̩ o̩ke̩ke̩te̩ tane̩ i la che̩wñ ki ma duwe̩ e̩do̩ ke̩ latane̩ n e̩gbale̩ e̩ fo̩lo̩wñ guche̩ amo̩mo̩gbawe̩ du ki che̩ne̩ke̩le̩ e̩ ki fojima latane̩ e̩ne̩ du ki la wa o̩gbami o̩wo̩ ofo n,224
o̩jo̩ me̩fa oñ uwe̩ achuko̩lo̩ o̩jo̩ e̩kebiewñ uwe̩ muda añini iko e̩be̩ eko̩ kpai iko e̩wñ oko eko wunyi uwe̩ añini,116
uwe̩ ki la fejutuje̩wñ uyo̩ eo̩jo̩ mebie o̩jo̩ mebie le̩ kpai ejo̩ga o̩ka wit ke̩ ko wunyi kpai uje̩wñ uyo̩ ee̩wñ eko wunyi oj o̩do̩ le̩,136
aboke̩le̩we̩ chaka awa jo̩gba ondu jihofa o̩jo̩ eisrae̩l onu me̩ta o̩do̩ du,75
todu nakuche̩uche̩ amone̩ rikpolo be̩ o̩gba te̩ ku hi alo̩me̩we̩ nyubi ane̩we̩ la anye̩ne̩ du eju ki ne̩ ubiwe̩ e̩gba ke̩ te̩gu alo ke̩ dufu wa o̩gba jihofa o̩jo̩we̩ onu me̩ta o̩do̩ du le̩ n,190
uje̩wñ ko̩jo̩wu do̩ amanye̩wñ e̩bie̩ iche̩bo̩mi ke̩ kpa n e̩wñ iche̩bo̩ euje̩wñ uyo̩ eelaloji la abo̩ jane̩ nyodudu n,117
uwe̩ ki ko e̩wñ ejodudu ef ejo̩ga e̩wñ ane̩we̩ wef unyi jihofa o̩jo̩we̩ e̩ ki la hi o̩mewo ef omi e̩nya iyewñ n,111
taku jihofa ka ñwu mose̩s kakini e̩ nafo̩lai ko̩ todu likpa alu ko̩lai ka omi falo kpe̩ kpai uwe̩ kpai abo israe̩l ge̩,118
i la dugbo jihofa o̩mo̩ o̩ro̩ka o̩gbo̩ meji kpai odu o̩gbo̩ meji i la juje̩wñ n i la ñmomi n oñ i fo̩la alo ki kpe̩ ko̩ nyalo le̩ owñ cho̩la me̩gwa le̩,151
mose̩s gwo̩ru kwoj uwo le̩ tane̩,32
oñ i lewatu e̩gba ku mose̩s gwo̩ru kwoj uwo sainai tane̩ alo ibenu meji le̩ jef o̩wo̩ mose̩s e̩gba ki gwo̩ru uwo le̩ wane̩ mose̩s la ma ka kaño̩ ejuwñ ade̩ ña ña ña noji eko̩la ki ko̩la kpai owñ n,196
oñ e̩gba karo̩n kpai amo̩ma israe̩l du fu mose̩s li go año̩ ejuwñ ade̩ ña ña ña oñ ma railo ete̩me̩ru,101
mose̩s muda do̩ ma tak aro̩n kpai amidachi o̩gbadu le̩ du mudabi wugbowñ oñ mose̩s ko̩la ñwu ma,95
ubi le̩ tak amo̩ma israe̩l chaka te̩me̩ru tak i mo̩la du ki jihofa ka ñw u oj uwo sainai ko ñwu ma ki che̩wñ ko̩jo̩ ñwa ñwu ma,126
tak e̩gba ku mose̩s fo̩la ka ñwu ma kpa i mukpo ko beju ma,58
ama e̩gba ki mose̩s nyejefu o̩gba jihofa ki ko̩la ñw u i mukpo ubejuma le̩ ko jane̩ gbe̩gba ki le dufu tak i dufu ki ka e̩wñ ko̩jo̩ ñwa ñw u le̩ ñw amo̩ma israe̩l,162
oñ amo̩ma israe̩l feju mose̩s li kaño̩ eju mose̩s ade̩ ña ña ña taku mose̩s dabi akukpo beju ma ge̩ gbe̩gba ki nyejefu ki ko̩la ñw u,132
ma ke̩wñ ele wa tod unyabo,26
taku mose̩s fo̩gbadu amo̩ma israe̩l chaka do̩ jeju oñ i ka ñwu ma kakini o̩lai cho̩la ki jihofa ñwa ñwu me̩ ku me̩ che,118
o̩jo̩ me̩fa ma achuko̩lo̩ kade o̩jo̩ e̩kebiewñ muda cho̩jo̩ ki afo̩ ñwu me̩ o̩jo̩ uñmi euñmi ñwu jihofa i che e̩ne̩ du ki achuko̩lo̩ o̩jo̩ le̩ ekpa ma akpa,155
me̩ ki kuna okate o̩jo̩ uñmi ugbo du ku me̩ dodo n,50
taku mose̩s ka ñw o̩gbadu amo̩ma israe̩l du kakini e̩wñ ki jihofa ñwate̩ le̩ de̩ kakini,87
me̩ ki gba e̩wñ ku me̩ du nyate̩ le̩ kwo̩wo̩ o̩lame̩ wa ñwu jihofa e̩ne̩ du ki che̩numo̩la e̩ne̩ le̩ ki du wa owñ che̩wñ ki du nyate̩ ñwu jihofa le̩ o̩jamalia kpai ajifa kpai ebijeikpa,184
kpai odufa kpai odufa ekpikpa kpai ekpikpa kpai ukpo line̩n ki che̩hi reju kpai edudu ewo,89
kpai año̩ okolo ku ma hi ekpikpa kpai año̩ e̩la omi le̩ kpai oli akesia,71
kpai ekpo todu agege kpai e̩wñ kwe̩ kwe̩ kwe̩ ki akpo todu ekpo ku ma ba to̩la kpai todu otulale ki akpo ku ma gujo le̩,119
kpai okuta one̩ks kpai okuta ku ma da ebije nyu todu e̩fo̩d kpai todu ebije ube̩do̩ma,85
e̩ne̩ke̩le̩ du efume̩ ki nofili efu ki lewa ki fe̩wñ du ki jihofa ñwate̩ che,76
owñ chuña ugugu kpai unyabowñ kpai e̩wñ ki abojiwñ ma ate̩ atanyiwñ kpai akatakpowñ oli ugbo̩lo̩wñ kpai oli urane̩wñ kpai o̩kawñ,128
kpai akpati le̩ kpai oli ku ma ko tunyu kpai ugugu unye̩do̩ le̩ kpai ukpo ugbeju,80
itebulu le̩ kpai oli ugbo̩lo̩wñ kpai ane̩wñ chaka kpai akala eeju le̩,69
kpai akete todu ugane̩wñ ge̩ kpai e̩wñ ekuwñ kpai agegewñ kpai ekpo tod ugane̩ le̩,82
kpai ubo̩ iche̩bo̩ eotulale ku ma gujo kpai oli ku ma ko tunyu kpai ekpo ku ma du bato̩la kpai otulale ki akpo ku ma gujo kpai ukpo uro̩na alugbo̩na uña ugugu,158
ubo̩ iche̩bo̩ ee̩wñ e̩gujo kpai ebijeikpa ku ma ta kuna ki jo ojiwñ oli ku ma ko tunyu kpai ane̩wñ chaka ukpachi u gw o̩wo̩ kpai e̩wñ ki agugu ojiwñ,148
ukpo ku ma ko bologbo oli urane̩wñ kpai o̩kawñ kpai ukpo uro̩na tod alaku ologbo le̩,84
ale uña ugugu kpai ale ologbowñ kpai ikuwñ,42
otogbo ku ma hi reju ku ma nyi ache e̩wñ ef uña kiafo otogbo ki afo̩ todu aro̩n atama kpai otogbo amo̩mawñ ku ma nyi ache e̩wñ atama le̩,136
tak ujeju amo̩ma israe̩l chaka kwo beju mose̩s te̩,50
oñ ma lewa owñ che̩ne̩ du ke̩do̩wñ kwane̩ kpai e̩ne̩ du kafuwñ du tef e̩do̩wñ oñ ma me̩wñ ku ma ko nyate̩ ñwu jihofa le̩ kowa todu uko̩lo̩ unyabo ujeju kpai todu e̩wñ ku ma che o̩mo̩ chaka kpai todu otogbo kiafo̩ le̩,216
abe̩le̩ ma lewa te̩ne̩ke̩le̩ tonobule̩ aluka one̩ du ki che̩numo̩la kelika iñmo̩ kpai ile̩li eti kpai elika kpai ude̩ o̩wo̩ wa o̩chakawñ che̩wñ ijaga o̩jamalia e̩ne̩ du ne̩wñ wa amiejo ñwu jihofa,195
oñ e̩ne̩ du ku ma li e̩wñ odufa kpai e̩wñ odufa ekpikpa kpai e̩wñ ekpikpa kpai ukpo line̩n ki che̩hi reju kpai edudu ewo kpai año̩ okolo ku ma hi ekpikpa kpai año̩ e̩la omi le̩ ugbowñ e̩ne̩ le̩ mu ko wa,202
